track_id,track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,speechiness,acousticness,liveness,valence,tempo,duration_ms
1aT7vltGhkjyMI3F3aO3A4,Mother - Fedde Le Grand Remix,Charlie Puth,56,Mother (Fedde Le Grand Remix),11/1/2019,Pop Remix,pop,dance pop,0.64,0.87,11,0.04,0.03,0.4,0.36,128.09,178125
4YaU1EjXIkdRdkOI4cCZys,Signs - Eden Prince Remix,Starley,56,Signs (Eden Prince Remix),11/30/2018,Pop Remix,pop,dance pop,0.7,0.81,0,0.08,0.11,0.37,0.5,121.99,172000
0Fc9QSMX6fgEBgDjUax7t7,Ruin My Life - Steve James Remix,Zara Larsson,58,Ruin My Life (Remixes),11/23/2018,Pop Remix,pop,dance pop,0.72,0.84,11,0.04,0.01,0.08,0.64,123.95,177097
7AasLZ4TYgh7dbJXZxcZVE,Torn - KREAM Remix,Ava Max,60,Torn (KREAM Remix),9/5/2019,Pop Remix,pop,dance pop,0.74,0.86,0,0.1,0,0.24,0.73,125.03,169935
7p4jpmyBnOpqQ3rSGJzZ7w,Quite Miss Home - Steve Void Remix,James Arthur,60,Quite Miss Home (Steve Void Remix),11/22/2019,Pop Remix,pop,dance pop,0.72,0.82,10,0.05,0.11,0.16,0.35,124.98,220413
4sLtguRBis05qfsBgJ1IdN,Love Me Less (feat. Quinn XCII) - Party Pupils Remix,MAX,55,Love Me Less (Remixes),6/21/2019,Pop Remix,pop,dance pop,0.75,0.83,1,0.12,0.08,0.08,0.89,128.02,185273
508lUjbGcPrL0CfvHC7UvI,Happier - Matt Medved Remix,Marshmello,59,Happier (Remixes Pt. 2),11/30/2018,Pop Remix,pop,dance pop,0.82,0.83,5,0.05,0.13,0.06,0.79,122.03,170164
7FDaS1k08rwMoAThmzUkOZ,Side Effects - Fedde Le Grand Remix,The Chainsmokers,63,Side Effects - Remixes,7/25/2018,Pop Remix,pop,dance pop,0.63,0.85,0,0.04,0.04,0.43,0.66,126.03,172360
6m8SIT10j41SPpPFOknTmP,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],ILLENIUM,67,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],7/12/2019,Pop Remix,pop,dance pop,0.56,0.81,2,0.05,0.01,0.08,0.5,129.98,247385
5Vwgf4MVO0vLv8fbxaGGiW,Paradise - Bazzi vs. Black Caviar Remix,Bazzi vs.,55,Paradise (Bazzi vs. Black Caviar Remix),6/27/2019,Pop Remix,pop,dance pop,0.73,0.82,11,0.05,0,0.1,0.68,124.02,218015
5scxjvcdozadBoRRN0UMaM,White Mercedes - EDX's Miami Sunset Remix,Charli XCX,56,White Mercedes (EDX's Miami Sunset Remix),10/25/2019,Pop Remix,pop,dance pop,0.85,0.77,5,0.05,0.01,0.2,0.59,124.01,200444
6oJ6le65B3SEqPwMRNXWjY,Higher Love,Kygo,87,Higher Love,6/28/2019,Pop Remix,pop,dance pop,0.69,0.68,8,0.03,0.02,0.1,0.4,103.95,228267
2tilX6FUl0IwFgiOYjuc6V,Unlove You,Armin van Buuren,62,Unlove You,10/18/2019,Pop Remix,pop,dance pop,0.68,0.93,3,0.06,0.03,0.14,0.66,116.89,150160
3yNZ5r3LKfdmjoS3gkhUCT,bad guy (with Justin Bieber),Billie Eilish,83,bad guy (with Justin Bieber),7/11/2019,Pop Remix,pop,dance pop,0.67,0.45,0,0.3,0.25,0.12,0.68,135.06,194840
478QYNLw6dhTTx4oEkhBeq,Freaking Me Out - Keanu Silva Remix,Ava Max,55,Freaking Me Out (Keanu Silva Remix),11/1/2019,Pop Remix,pop,dance pop,0.76,0.93,1,0.06,0.13,0.09,0.29,122.04,177466
3C4fzUgIP3ahkhOBdP38GM,Heaven Can Wait - The Aston Shuffle Remix,Sia,61,Heaven Can Wait (The Aston Shuffle Remix),5/24/2019,Pop Remix,pop,dance pop,0.62,0.86,5,0.06,0,0.09,0.44,121.97,218373
2k4c9ZAlIYHyXiJ4i20FO7,When It Comes To You - Benny Benassi & BB Team Remix,Sean Paul,56,When It Comes To You (Remixes),10/25/2019,Pop Remix,pop,dance pop,0.79,0.89,10,0.17,0.05,0.22,0.41,121.96,144073
79zGYOcAe2VmJsyQiJX31a,Gone - The Wild Remix,Charli XCX,57,Gone (The Wild Remix),8/9/2019,Pop Remix,pop,dance pop,0.64,0.84,6,0.04,0.06,0.04,0.59,124.08,193861
6B2NRQjtSOtqi67d72r5cx,American Boy - Brooks Remix,Estelle,56,American Boy (Brooks Remix),6/14/2019,Pop Remix,pop,dance pop,0.61,0.76,5,0.11,0.1,0.2,0.53,128.08,200625
08rBIlTMXlF5uEHobZglxv,Million Pieces - M-22 Remix,Bastille,53,Million Pieces (M-22 Remix),9/27/2019,Pop Remix,pop,dance pop,0.64,0.99,4,0.06,0.08,0.11,0.48,123.95,166237
1BmdqDrBU5eohtRwHBls6C,joy. (R3HAB Remix),for KING & COUNTRY,56,joy. (R3HAB Remix),1/25/2019,Pop Remix,pop,dance pop,0.75,0.81,0,0.06,0.09,0.11,0.48,120.04,171500
5rxKInBVj0QE87KenyDiLf,Crash Into Me - Settle Down Steavis Aoki Remix,Steve Aoki,34,Crash Into Me (Settle Down Steavis Aoki Remix),11/12/2019,Pop Remix,pop,dance pop,0.54,0.96,1,0.03,0,0.26,0.12,127.98,266719
3kgKVcBpBGuSeaEC0AZGlb,Old Town Road - Diplo Remix,Lil Nas X,74,Old Town Road (Diplo Remix),4/29/2019,Pop Remix,pop,dance pop,0.77,0.77,6,0.06,0,0.11,0.3,140.04,204027
5qCrT9lVmIGxqB8i6bb83P,Lovers + Strangers - GATTÜSO Remix,Starley,46,Lovers + Strangers (GATTÜSO Remix),11/15/2019,Pop Remix,pop,dance pop,0.65,0.82,10,0.05,0.02,0.07,0.39,125.98,203968
3Lv3frZVXU7Q0JEFvLIzWW,Promises (with Sam Smith) - David Guetta Remix,Calvin Harris,63,Promises (with Sam Smith) [Remixes],10/19/2018,Pop Remix,pop,dance pop,0.59,0.7,3,0.04,0.19,0.1,0.22,125.16,190417
2bZYJvVRN5EqIvAUFhUNls,Flames (with ZAYN) - R3HAB & Skytech VIP Remix,R3HAB,55,Flames (with ZAYN) (R3HAB & Skytech VIP Remix),12/12/2019,Pop Remix,pop,dance pop,0.36,0.79,5,0.16,0.01,0.04,0.17,80.44,237686
3utdq3dPLVD4r7Vv9BnCAI,What Am I - SONDR Remix,Why Don't We,52,What Am I (SONDR Remix),11/1/2019,Pop Remix,pop,dance pop,0.54,0.84,0,0.04,0.03,0.28,0.51,118.02,180361
1ppOGANOzMT01Cxh9jx4hN,Cool Kids,Olympis,67,Cool Kids,11/1/2019,Pop Remix,pop,dance pop,0.74,0.5,8,0.05,0.42,0.13,0.12,126.1,139048
5Shjuje8PRcX7ueEVajrLH,Loco Contigo (with J. Balvin & Tyga) - Cedric Gervais Remix,DJ Snake,63,Loco Contigo (with J. Balvin & Tyga) [Cedric Gervais Remix],8/9/2019,Pop Remix,pop,dance pop,0.75,0.84,6,0.04,0,0.09,0.46,124,279800
6wKJjrWWP4qpzYbE8oQkc4,All Star - Breathe Carolina Remix,Smash Mouth,60,All Star (Breathe Carolina Remix),8/23/2019,Pop Remix,pop,dance pop,0.75,0.9,3,0.04,0.03,0.11,0.75,115.02,217043
6EDH26ppl7R8oV4tGilCkS,Trampoline - Dave Audé Remix,SHAED,45,Melt (Deluxe),12/27/2019,Pop Remix,pop,dance pop,0.61,0.96,7,0.1,0.02,0.07,0.5,125.98,230476
4RaN7556EogBfF80klMEX2,Stay (Don't Go Away) [feat. Raye] - Mark Knight Remix,David Guetta,58,Stay (Don't Go Away) [feat. Raye] [Mark Knight Remix],7/11/2019,Pop Remix,pop,dance pop,0.61,1,9,0.05,0.09,0.04,0.66,125,188640
1nwoWaqzB30bD4IPqRNuex,With You - Dexter Remix,Kaskade,51,With You - The Remixes,9/12/2019,Pop Remix,pop,dance pop,0.68,0.79,1,0.13,0.12,0.22,0.47,126.09,196613
4fDBElPGDqZQ3rJorZTm2w,Safety (feat. DJ Snake) - Dark Heart 2am Mix,GASHI,58,Safety (The Dark Heart Remixes) (feat. DJ Snake),11/15/2019,Pop Remix,pop,dance pop,0.71,0.8,5,0.03,0.02,0.33,0.29,124.02,210000
6AZ21kPj2a0INgf3uCviVu,Beautiful (feat. Camila Cabello) - Bazzi vs. EDX's Ibiza Sunrise Remix,Bazzi vs.,56,Beautiful (feat. Camila Cabello) [Bazzi vs. EDX's Ibiza Sunrise Remix],9/28/2018,Pop Remix,pop,dance pop,0.69,0.86,2,0.09,0.06,0.24,0.45,121.98,187869
3uXHSf9sSIpOJWuC1H8DiU,Talk - Disclosure VIP,Khalid,60,Talk (Disclosure VIP),3/27/2019,Pop Remix,pop,dance pop,0.78,0.87,4,0.2,0.02,0.04,0.56,128.96,273229
4Q9iBGT9b9CVTtDwsgQWnl,Spicy - Majestic Remix,Herve Pagez,48,Spicy (with Diplo & Charli XCX) [Remixes],10/11/2019,Pop Remix,pop,dance pop,0.81,0.84,11,0.08,0,0.02,0.96,121.98,255861
6LCsZ8ARrIq0n9nr6gM2ru,Don't Leave Me Lonely (feat. Yebba) - Claptone Remix,Mark Ronson,56,Don't Leave Me Lonely (feat. Yebba) [Claptone Remix],10/4/2019,Pop Remix,pop,dance pop,0.78,0.78,8,0.04,0.04,0.02,0.46,124.99,216714
27F9FlipD657qYRQT3qxFm,Treehouse - R3HAB Remix,James Arthur,56,Treehouse (R3HAB Remix),9/13/2019,Pop Remix,pop,dance pop,0.37,0.78,6,0.15,0.01,0.05,0.29,88.01,192653
6B9cqNooxIyPfr3P5EB8LA,Hearts Ain't Gonna Lie - Eden Prince Remix,Arlissa,65,"Hearts Ain't Gonna Lie (Remixes, Pt. 1)",2/9/2018,Pop Remix,pop,dance pop,0.61,0.83,6,0.08,0.2,0.03,0.6,117.83,238451
05CwHjIk71RXVU40boRMnR,Call You Mine,The Chainsmokers,39,World War Joy,5/31/2019,Dance Pop,pop,dance pop,0.59,0.7,7,0.03,0.22,0.41,0.5,104,217653
0qc4QlcCxVTGyShurEv1UU,Post Malone (feat. RANI),Sam Feldt,83,Magnets EP,5/24/2019,Dance Pop,pop,dance pop,0.59,0.64,7,0.12,0.08,0.1,0.65,107.36,174444
5icOoE6VgqFKohjWWNp0Ac,Here With Me,Marshmello,83,Here With Me,3/8/2019,Dance Pop,pop,dance pop,0.79,0.56,5,0.04,0.06,0.16,0.18,99.96,156347
6GIRtKNXokeu25nn7U6Hu8,Easier - Seeb Remix,5 Seconds of Summer,71,Easier (Seeb Remix),7/12/2019,Dance Pop,pop,dance pop,0.56,0.75,5,0.06,0.07,0.15,0.72,97.88,165767
4PkIDTPGedm0enzdvilLNd,Sixteen,Ellie Goulding,81,Sixteen,4/12/2019,Dance Pop,pop,dance pop,0.67,0.8,8,0.14,0.27,0.06,0.54,109.92,201072
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,85,Never Really Over,5/31/2019,Dance Pop,pop,dance pop,0.77,0.88,8,0.06,0.19,0.32,0.38,99.99,223523
4Gcv5SsxnQWpmOnUI19EJk,All You Need To Know (feat. Calle Lehmann),Gryffin,76,All You Need To Know (feat. Calle Lehmann),3/27/2019,Dance Pop,pop,dance pop,0.51,0.79,0,0.04,0.01,0.11,0.23,139.99,238459
5YkmS18BehACOhIIeUqe6l,I Miss Myself (with HRVY),NOTD,71,I Miss Myself (with HRVY),5/3/2019,Dance Pop,pop,dance pop,0.72,0.86,0,0.21,0.09,0.16,0.66,96.05,191612
3vQhEd4lOg4mAV6CHCgoHW,South of the Border (feat. Camila Cabello & Cardi B) - Sam Feldt Remix,Ed Sheeran,65,South of the Border (feat. Camila Cabello & Cardi B) [Sam Feldt Remix],10/4/2019,Dance Pop,pop,dance pop,0.79,0.86,5,0.04,0.22,0.34,0.49,110.01,173455
6wo37KVqFJhtuxPTpLCcfe,Takeaway (feat. Lennon Stella),The Chainsmokers,67,World War Joy...Takeaway,7/24/2019,Dance Pop,pop,dance pop,0.29,0.5,3,0.04,0.12,0.1,0.36,85.33,209893
3OTSBoYKO7HzGVj8Bu2OH9,All the Time,Zara Larsson,74,All the Time,6/21/2019,Dance Pop,pop,dance pop,0.66,0.8,6,0.06,0.18,0.12,0.5,101.98,228112
4NSW0Km5ZG60L8FthUebPJ,What I Like About You (feat. Theresa Rex),Jonas Blue,81,What I Like About You (feat. Theresa Rex),3/22/2019,Dance Pop,pop,dance pop,0.46,0.8,1,0.05,0.29,0.12,0.55,102.46,220396
1xK7enJZVdv37fnnxoZlPq,With You,Kaskade,71,With You,6/14/2019,Dance Pop,pop,dance pop,0.36,0.92,1,0.49,0.12,0.19,0.53,172.19,180840
1z1XegUChLLQfcbtIK8ABn,Body Back (feat. Maia Wright),Gryffin,75,Body Back (feat. Maia Wright),10/18/2019,Dance Pop,pop,dance pop,0.69,0.83,8,0.04,0.09,0.18,0.49,123.03,214634
6aoGtdWXBkYQ2O2wnyIz2x,Not Ok,Kygo,73,Not Ok,5/23/2019,Dance Pop,pop,dance pop,0.62,0.66,11,0.04,0.03,0.32,0.41,105,210944
5tAa8Uaqr4VvA3693mbIhU,Ruin My Life,Zara Larsson,79,Ruin My Life,10/18/2018,Dance Pop,pop,dance pop,0.66,0.7,11,0.06,0.42,0.1,0.58,124.9,190932
18W92Zm1KjLCbUIszOhpkD,I Wanna Know (feat. Bea Miller),NOTD,74,I Wanna Know (feat. Bea Miller),3/16/2018,Dance Pop,pop,dance pop,0.66,0.72,6,0.06,0.03,0.12,0.6,119.93,197939
3D37T7euWvVJ45evRmriIh,Better With You,3LAU,63,Better With You,3/1/2019,Dance Pop,pop,dance pop,0.57,0.75,3,0.03,0.02,0.11,0.25,102.04,192941
3y3brCCecHC3Db18aIOnny,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,79,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",4/19/2019,Dance Pop,pop,dance pop,0.59,0.7,9,0.08,0.38,0.13,0.27,121.8,215316
6XqvFyJGdUD5IWee02ARKU,Polaroid,Jonas Blue,16,Blue,11/9/2018,Dance Pop,pop,dance pop,0.65,0.9,7,0.04,0.29,0.07,0.47,114.04,193377
575NJxNUVDqwJGdzBrlLbv,Lost In Japan - Remix,Shawn Mendes,75,Lost In Japan (Remix),9/27/2018,Dance Pop,pop,dance pop,0.71,0.86,10,0.22,0.09,0.35,0.29,107.18,201253
70YPzqSEwJvAIQ6nMs1cjY,In Your Arms (with X Ambassadors),ILLENIUM,75,ASCEND,8/16/2019,Dance Pop,pop,dance pop,0.4,0.81,2,0.05,0.2,0.11,0.11,148.04,220730
7Ht0v0LWBCOEjmNQ0iMpNr,I'm Not Alright,Loud Luxury,55,I'm Not Alright,7/12/2019,Dance Pop,pop,dance pop,0.88,0.86,4,0.05,0.08,0.46,0.68,121.99,185062
6nDKrPlXdpomGBgAlO7UdP,SOS,Avicii,30,SOS,4/10/2019,Dance Pop,pop,dance pop,0.8,0.64,5,0.07,0.27,0.12,0.38,100,157202
2b1BwUGGyKq0CoJd8G1B6M,Harder,Jax Jones,62,Snacks,7/12/2019,Dance Pop,pop,dance pop,0.91,0.83,5,0.07,0.09,0.15,0.75,104.03,159753
09IStsImFySgyp0pIQdqAc,The Middle,Zedd,84,The Middle,1/23/2018,Dance Pop,pop,dance pop,0.75,0.66,7,0.04,0.17,0.11,0.44,107.01,184732
1lGVyEkGHUz7Pg78QGaS4a,Wanted,NOTD,70,Wanted,9/27/2019,Dance Pop,pop,dance pop,0.69,0.67,5,0.07,0.18,0.06,0.38,95.97,160998
6ksMjdec8b6C45TUawkAdu,Crash Into Me,Steve Aoki,37,Crash Into Me,7/12/2019,Dance Pop,pop,dance pop,0.67,0.82,1,0.1,0,0.58,0.34,115.03,226093
1vsQb8n0icvMsFnL9663LM,Need Your Love (with Noah Kahan),Gryffin,70,Gravity,10/24/2019,Dance Pop,pop,dance pop,0.58,0.76,0,0.04,0.16,0.18,0.52,104.1,205787
6pooRNiLyYpxZeIA5kJ5EX,Good Things Fall Apart (with Jon Bellion),ILLENIUM,74,Good Things Fall Apart (with Jon Bellion),5/13/2019,Dance Pop,pop,dance pop,0.64,0.59,2,0.03,0.01,0.12,0.44,144.03,216668
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,85,Ivy To Roses (Mixtape),1/18/2019,Dance Pop,pop,dance pop,0.67,0.88,9,0.15,0.3,0.08,0.23,98.99,178480
1pBO9JDqh1y3TbCKEO1OvG,Nostalgic,A R I Z O N A,36,Nostalgic,6/18/2019,Dance Pop,pop,dance pop,0.69,0.54,0,0.1,0.25,0.18,0.33,99.97,182668
1LjxmkW3xRQP2HzswhYyyc,Let It Be Me,Steve Aoki,52,Let It Be Me,9/6/2019,Dance Pop,pop,dance pop,0.66,0.76,7,0.09,0.08,0.11,0.39,114.1,224061
7FCZhkhzEUVNUAlGauNKIe,Lovers + Strangers,Starley,58,Lovers + Strangers,10/11/2019,Dance Pop,pop,dance pop,0.65,0.69,1,0.08,0.11,0.14,0.65,110.21,178501
2JoIjuzRplpYGvvLpSW2on,Sad Song (feat. TINI),Alesso,72,Sad Song (feat. TINI),6/14/2019,Dance Pop,pop,dance pop,0.73,0.69,0,0.04,0.09,0.34,0.55,110.02,154024
4PUWpNtDejQwwa80LjvxXl,Sleepless Nights,ayokay,64,In the Shape of a Dream,8/31/2018,Dance Pop,pop,dance pop,0.66,0.7,11,0.03,0.06,0.23,0.45,139.98,197880
1nufXiTCTTAeJfO9hLHvO8,Save Me Tonight,ARTY,63,Save Me Tonight,1/25/2019,Dance Pop,pop,dance pop,0.55,0.9,5,0.05,0.01,0.14,0.41,125.85,170079
1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,77,Pretty Girl (Cheat Codes X CADE Remix),3/2/2017,Dance Pop,pop,dance pop,0.7,0.87,7,0.03,0.15,0.1,0.73,121.03,193613
1ahVFh0ViDZr8LvkEVlq3B,No Sleep (feat. Bonn),Martin Garrix,76,No Sleep (feat. Bonn),2/21/2019,Dance Pop,pop,dance pop,0.44,0.64,11,0.03,0.13,0.12,0.33,128.13,207095
0Ev562zA4pmUsBqjxsxxdx,Feel Good (feat. Daya),Gryffin,74,Feel Good (feat. Daya),3/3/2017,Dance Pop,pop,dance pop,0.62,0.71,2,0.03,0.22,0.21,0.48,138.06,248156
5l8AUgBTWuOECwVgYtaUyE,Endless Summer,Cashae,56,Endless Summer,7/12/2019,Dance Pop,pop,dance pop,0.62,0.72,4,0.06,0.05,0.07,0.33,101.09,202072
35MKhw2YBKApmD7fAnPERC,Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,77,Faith (with Dolly Parton) [feat. Mr. Probz],10/25/2019,Dance Pop,pop,dance pop,0.55,0.8,8,0.05,0.14,0.11,0.72,118.12,186805
3Kuu5vASpXK8oRsxOvau6P,Think About You,Kygo,71,Think About You,2/14/2019,Dance Pop,pop,dance pop,0.67,0.6,10,0.04,0.17,0.11,0.19,123.97,208567
7KW3XQV5Or5CF57MYVj5h4,Party For One,Carly Rae Jepsen,64,Dedicated,5/17/2019,Dance Pop,pop,dance pop,0.7,0.63,6,0.04,0.05,0.1,0.46,123.45,184533
3M9Apu4OZfylLTFKvgEtKa,Ritual,Tiësto,82,Ritual,5/31/2019,Dance Pop,pop,dance pop,0.65,0.73,3,0.06,0.16,0.08,0.77,115,198996
5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),Silk City,81,Electricity (with Dua Lipa),9/6/2018,Dance Pop,pop,dance pop,0.59,0.67,0,0.05,0.01,0.34,0.5,118.16,238173
